name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Floral Samurai,Flower Coffee Workshop,Medium,Taiwan,Colombia,Guatemala,5.6,93,Feb-22,"Evaluated as espresso. Richly chocolaty, sweetly nut-toned. Dark chocolate, almond butter, narcissus, gently scorched cedar, date in aroma and small cup. Full, syrupy-smooth mouthfeel; crisply sweet, chocolate- and nut-toned finish. In three parts milk, chocolate notes predominate, with undertones of gently scorched cedar and narcissus.","A blend of coffees from Colombia, Guatemala, Brazil and Ethiopia roasted for espresso. Flower Coffee Workshop is a nano-roastery and coffee shop in Taichung, Taiwan. Visit https://www.facebook.com/flowercoffee20180526/ for more information.","An espresso blend particularly appealing in three parts milk, with sweet floral, rich chocolate, and deep nut tones. "
Classic Blend,Flower Coffee Workshop,Medium,Taiwan,Colombia,Guatemala,4.8,92,Feb-22,"Evaluated as espresso. Deeply sweet, crisply chocolaty. Bing cherry, dark chocolate, magnolia, oak, cashew in aroma and small cup. Satiny mouthfeel; oak and cashew lead in the gently drying finish. Chocolate and bing cherry notes intensify in three parts milk.","A blend of coffees from Colombia, Guatemala, Brazil and Ethiopia roasted for espresso. Flower Coffee Workshop is a nano-roastery and coffee shop in Taichung, Taiwan. Visit https://www.facebook.com/flowercoffee20180526/ for more information.",This solid blend offers a richly sweet-tart straight shot and a crisply chocolaty cappuccino.
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,Taster's Coffee,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,13.45,95,Jan-22,"Gently fruit-toned, lyrically sweet. Nectarine, cherry blossom, almond butter, oregano, honey in aroma and cup. Richly sweet with high-toned acidity; full, syrupy mouthfeel. Integrated finish that retains all the notes from the aroma and cup.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the natural method (dried in the whole fruit). Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.","A harmonious, fruit- and floral-toned natural-processed Ethiopia Gesha redolent of stone fruit and its flowers."
Hunkute by Nordic Approach,Cafe Red Bean Shop,Light,Taiwan,Sidama Growing Region,Southern Ethiopia,7.05,94,Feb-22,"High-toned, floral-driven. Star jasmine, bergamot, red plum, cocoa nib, sandalwood in aroma and cup. Sweetly tart with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. In the finish, star jasmine and cocoa nib give way to bergamot and sandalwood.","Produced by smallholding members of the Sidama Coffee Farmers Cooperative Union (SCFCU) from trees of the 74110 and 74112 varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Cafe Red Bean Shop, based in New Taipei City, Taiwan, specializes in high-quality pour-over coffees brewed with a range of different devices. Visit shopee.tw/caferedbean for more information.","A richly aromatic, even perfumy, washed Sidama cup, with distinct notes of bergamot, plum, and spice-toned florals suggesting star jasmine."
704 Blend,Charlotte Coffee Company,Medium,United States,Papua New Guinea,Guatemala,4.7,93,Feb-22,"Rich, deep, caramelly. Dark caramel, hazelnut butter, lilac, fresh-cut oak, marjoram in aroma and cup. Very sweet with brisk acidity; plush, satiny mouthfeel. Caramel- and nut-toned finish with lilac resurfacing in the long.","A blend comprised of two coffees, both washed-process: a Papua New Guinea and a Guatemala. Founded in August 2016, Charlotte Coffee Company donates 10 percent of proceeds from all retail sales to local non-profits dedicated to ending homelessness and hunger. Visit www.charlottecoffeeco.com for more information.","A familiar, comforting blend with leading notes of dark caramel, rich nut tones, and pretty florals — a classic daily drinker."
Honduras Anaerobic Natural,Min Enjoy Cafe,Light,Taiwan,Honduras,Honduras,8.21,93,Mar-22,"Pungent, sweetly tart, fruity. Sweet-Tarts candy, hazelnut brittle, agave syrup, dried fennel, lily in aroma and cup. Tart-leaning structure with gentle acidity; very full, creamy mouthfeel. Finish consolidates to notes of fennel and hazelnut.",Comprised entirely of the Paraneima variety of Arabica and processed by the anaerobic natural method (fermentation of the whole fruit occurs in a hermetically sealed chamber). Min Cafe Enjoy is a Taipei-based nano-roaster. Visit www.facebook.com/minenjoycafe/photos/ for more information.,An experimentally processed Honduras with a complex cup that includes notes reminiscent of Sweet-Tarts candy.
Panama Hacienda La Esmeralda Geisha Washed,GK Coffee,Medium,Taiwan,Boquete Growing Region,Western Panama,25.6,95,Apr-22,"Richly chocolaty, floral-toned. Chocolate fudge, dried black cherry, roasted almond butter, narcissus, marjoram in aroma and cup. Deeply sweet structure with gentle but harmonious acidity; creamy, viscous mouthfeel. Chocolaty and richly floral finish, long and lingering.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A deftly darker-roasted Geisha cup with distinct notes of chocolate fudge throughout, supported by creamy nut and sweetly spicy flowers."
Ka’u Classic Dark,Rusty's Hawaiian,Medium,Hawai'i,Ka’U Growing Region,Big Island Of Hawai’I,10.05,94,Apr-22,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath.","This 100% Ka’u coffee was developed by Lorie Obra of Rusty’s, one of Ka’u’s best-known and most celebrated farms. Produced from trees of the traditional Typica variety and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","This Ka’u Typica strikes a lovely balance between the depth of a classic dark roast and the levity of a fruit- and floral-driven, medium-roasted Typica cup."
Sumatra Dark,Starbucks Coffee,Dark,United States,Sumatra,Indonesia,3.82,90,Apr-22,"Earthy, bittersweet. Fresh-cut oak, cocoa powder, fresh leather, sweet pea, lily in aroma and cup. Bittersweet structure with barely perceptible acidity; very full, creamy mouthfeel. Wood-framed finish with hints of dark chocolate and fresh leather.",Purchased at a Safeway supermarket as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Visit www.starbucks.com for more information.,"An earth-toned Sumatra cup with subdued acidity, gently dry cocoa notes, and rich aromatic wood suggestions."
Pike’s Place Blend,Starbucks Coffee,Dark,United States,Latin America,Americas,2.93,84,Apr-22,"Brisk, dry, sweetly vegetal. Green bean, carob, charred balsa, faded gardenia, raw almond in aroma and cup. Flatly bittersweet structure with  inert acidity; dry, rather thin mouthfeel. Wood-framed, sweetly vegetal finish.",Purchased at amazon.com as a nationally branded benchmark comparison for the darker-roasted coffees from smaller roasters reviewed this month. Visit www.starbucks.com for more information.,"This blend retains its popularity, despite what reads here as a flat, bitterish cup, with only some backgrounded sweetness and nuance."
Kenya Peaberry Top Hill Farm Espresso,GK Coffee,Medium,Taiwan,Nyeri Growing Region,South-Central Kenya,8.8,95,May-22,"Evaluated as espresso. Deep-toned, chocolaty and rich. Chocolate fudge, black cherry, gardenia, hop flowers, gently scorched cedar in aroma and small cup. Creamy, viscous mouthfeel; chocolaty, aromatic finish with rich cedar notes. Decadently dessert-like in cappuccino-scaled milk with notes of chocolate fudge, black cherry and gardenia, all enveloped in an appealing, very subtle smokiness.","Produced at Top Hill Farm, from trees of the SL28 and SL34 varieties of Arabica, and processed by the washed method. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A deftly roasted darker Kenya espresso with classic sweet (black cherry, chocolate fudge) and savory (hop flowers) notes — deep, rich and inviting."
British Style Espresso Blend,Cozy House Coffee,Medium,Taiwan,Panama,Honduras,7.05,95,Apr-22,"Evaluated as espresso. Juicy, richly sweet-tart. Pomegranate, dark chocolate, amber, almond butter, pomelo in aroma and small cup. Very syrupy mouthfeel; long, lingering, flavor-saturated finish. The tart-leaning structure stands up in cappuccino-scaled milk without sacrificing rich dark chocolate notes.","A blend of coffees from Panama, Honduras and Ethiopia roasted for espresso applications. Cozy House Coffee is a Taiwan-based specialty coffee roaster and an SCA Authorized Trainer (AST).  For more information, visit https://shop.cozyhousecoffee.com.","Juicy, tart and chocolaty in both the straight shot and in milk — balanced, vibrant, compellingly harmonious."
Peru Amazonas Los Santos Geisha Natural,Cafe Red Bean Shop,Light,Taiwan,Utcubamba Province,Amazonas Region,13.39,95,May-22,"Richly aromatic, deeply floral toned. Star jasmine, cocoa nib, dragonfruit, lychee, sandalwood in aroma and cup. Richly sweet with delicately bright acidity; full, satiny-smooth mouthfeel. Crisply sweet finish consolidates to notes of cocoa nib and sandalwood with undertones of star jasmine. ","Comprised entirely of the Geisha variety of Arabica and processed by the natural method (dried in the whole fruit). Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A spice-toned, richly aromatic, floral-driven Peru Geisha cup that evokes a tropical garden — the cup’s flavor notes are especially balanced and exciting."
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,Taster's Coffee,Light,Taiwan,San Lorenzo,Saraguro,9.35,95,May-22,"Aromatically exhilarating, deeply sweet-savory. Concord grape, hop flowers, pineapple saltwater taffy, cashew brittle, black sage in aroma and cup. Savory-leaning structure with winey acidity; full, syrupy mouthfeel. Crisp, bittersweet finish.","Produced by Juan Peña, of Hacienda La Papaya, entirely of the Sidra variety of Arabica, and processed by an experimental 168-hour anaerobic process in which the fermentation step is conducted in hermetically sealed vessels. Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.","An integrated, sensorially diverse experimental Ecuador cup characterized by savory floral notes, unabashed fruit, and exciting aromatics."
Tang Bohu Espresso Blend,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,Kenya,9.2,95,Jun-22,"Evaluated as espresso. Deeply sweet-savory, chocolaty and fruit-forward. Lychee, chocolate fudge, pistachio brittle, plumeria, scorched cedar in aroma and small cup. Creamy-smooth mouthfeel; resonantly chocolaty finish with pleasing, slightly smoky aromatic wood undertones. In three parts milk, chocolate is further elevated, as are florals.","A blend of coffees from a variety of origins using a variety of processing methods, including an Ethiopia natural, a washed Kenya and Colombia, and a Costa Rica yellow honey, roasted for espresso applications. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A richly chocolaty, deeply aromatic, spice-toned espresso blend that’s equally exciting in straight shot and in milk."
Chasing Horizon Natural Espresso,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,Santa Barbara Department,11.33,95,Jun-22,"Evaluated as espresso. Decadently floral-toned with fruit underpinnings. Plumeria, black cherry, chocolate fudge, dark caramel, singed cedar in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty, distinctly floral finish. ","A blend of three natural-processed Ethiopia coffees roasted for espresso. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A darker-roasted natural-processed blend of three Ethiopian coffees roasted for espresso. This blend is even more floral than fruity, and that’s saying something, given that it is very fruity!"
Colombia Finca La Guaca Ají,Equator Coffees,Light,United States,Pitalito Municipality,Huila Department,11.46,94,Jun-22,"Elegant, delicate, rich-toned. Mango, cocoa nib, marjoram, lavender, cane sugar in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, syrupy mouthfeel. The pretty finish leads with lavender and cocoa nib.","Produced by José Hernán Salazar Benavides and Marina Elina Ansasoy of Finca La Guaca entirely of the Ají (an Ethiopian landrace) variety of Arabica, and processed by the washed method. Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.",A focused but lush cup from trees of a rare indigenous Ethiopian landrace variety grown in Colombia called Aji — tropical-leaning with a cocoa backbone. 
Area Code 207,Coffee Hound,Medium,United States,Sumatra,Colombia,4.11,90,Jun-22,"Chocolaty and nut-toned. Chocolate fudge, raisin, gently scorched cedar, gardenia, grapefruit zest in aroma and cup. Bittersweet structure with round acidity; lightly syrupy mouthfeel. Gently drying, wood-framed finish. ",A blend of coffees from Sumatra and Colombia. Coffee Hound is a women-owned small business in Maine that offers both retail and wholesale specialty coffee. Visit www.coffeehoundcoffeeco.com.,"A sweet-toned darker-roasted blend with notes of dark chocolate and spicy florals, complicated by hints of gently scorched, smoky cedar."
Panama La Mula Geisha Washed,GK Coffee,Light,Taiwan,Chiriqui Province,Western Panama,3.39,95,Jul-22,"Elegantly bright, richly sweet. Apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. Balanced structure with high-toned acidity; silky, viscous mouthfeel. Long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine.","Produced at Finca La Mula entirely of the celebrated Geisha (also spelled Gesha) variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A harmonious, very satisfying washed Panama cup, classic in its delicate balance of stone fruit, cocoa nib and spicy florals."
Honeyed Floral,1980 CAFE,Light,Taiwan,Guji Zone,Oromia Region,6.34,93,Jul-22,"Juicy, richly floral-toned. Lilac, cocoa nib, pink grapefruit zest, almond butter, fresh-cut oak in aroma and cup. Sweet-tart structure with bright, juicy acidity; crisply satiny mouthfeel. The engaging finish leads with notes of lilac and pink grapefruit zest, rounding to almond butter and oak in the long.","Produced by smallholding farmers largely from trees of indigenous landrace varieties of Arabica long grown in the region, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 Cafe is a Tainan City, Taiwan-based specialty coffee roaster. Visit https://www.1980cafetw.com for more information.",A classic washed-process Ethiopia cup with especially vibrant acidity and spice-toned floral notes throughout.
Sumatra Takengon Gayo Natural,Coffee By Design,Light,United States,Aceh Province,Sumatra,4.74,94,Aug-22,"Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones.","Produced by smallholding farmers of the Bourbon, Catimor and Typica varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com. ","A natural-processed Sumatra that is much more fruit-forward than coffees processed by the typical Sumatra wet-hulled method: juicy, gently bright, nuanced."
Ethiopia Guji Hambela Buku Saysa Natural Process,Buon Caffe,Light,Taiwan,Guji Zone,Oromia Region,6.07,93,Aug-22,"Delicately fruit-toned, gently tart. Dark chocolate, strawberry, jasmine, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. Chocolaty, fruit-toned finish, with undertones of cedar.","Produced in the Guji growing region, an area nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, from trees of the indigenous 74112 selection of Arabica. Processed by the natural method (dried in the whole fruit). Buon Caffe is a specialty coffee roaster and cafe, in Taipei. Visit www.buoncaffe.com.tw for more information. ","A gently fruity, balanced natural-processed Guji cup: sweetly chocolaty, crisply fruity, with pretty florals throughout."
Papua New Guinea Timuza Organic,Magnolia Coffee,Light,United States,Eastern Highlands,Papua New Guinea,5,92,Aug-22,"Balanced, classic, sweetly bright. Blood orange, fresh-cut cedar, almond brittle, quietly complex flowers — freesia, lavender — in aroma and cup. Crisp, sweet-tart structure with smoothly bright acidity. Plush, lightly viscous mouthfeel. Sweet almond and fresh cedar carry the rich, gently drying finish.","Produced by smallholding members of the Timuza Coffee Cooperative from trees of the respected Arusha variety, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Magnolia Coffee is a Charlotte-based specialty roaster whose mission is to use sustainably sourced coffees to make a difference in the lives of coffee workers and to foster a socially conscious community with cause-supporting coffees. Visit www.magnoliacoffeeco.com for more information.","This Papua New Guinea is a classic coffee in the smoothly bright, high-grown style. Clean, orangy and almondy with an undercurrent of fragrant cedar. "
Conejo Añejo,Cafe Kreyol,Medium,United States,Dominican Republic,Honduras,5.29,93,Sep-22,"Sweetly fermenty, chocolaty. Milk chocolate, black cherry, wine barrel, cedar, tangerine zest in aroma and cup. Sweet-tart structure with winey acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with aromatic wood undertones. ","A blend of coffees from the Dominican Republic (Ramirez Estate) and Honduras (18 Rabbits Cooperative), the former processed by the natural method (beans are dried in the whole fruit) and aged, and the latter processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.","An intentionally fermenty, richly sweet blend of an aged natural Dominican Republic and a washed Honduras — a distinctively composed cup with notes of chocolate, cherry and citrus."
Colombian Anaerobic,Cafe Kreyol,Light,United States,Colombia,Dominican Republic,5.29,92,Sep-22,"Richly fruit-toned, candy-like. Pineapple saltwater taffy, cotton candy, baking chocolate, orange zest, cedar in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Crisply sweet finish with notes of cotton candy and orange zest supported by cedar undertones.","Produced by Marta Bayter and her sons, Shady and Elias, of Vergel Estate, entirely of the Caturra variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.",An unabashedly candy-sweet anaerobic cup with balancing depth from rich aromatic wood notes.
Haitian Hound Haitian Blue Dark Roast,Cafe Kreyol,Medium,United States,Cap Haitien,Haiti,4.99,91,Sep-22,"Deeply chocolaty, sweetly earthy. Dark chocolate, pipe tobacco, date, lily, gently scorched oak in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. The mildly drying finish consolidates to notes of pipe tobacco and lightly scorched oak with undertones of dark chocolate.","Produced by smallholding members of the COOPACVOD cooperative entirely of the Haitian Blue variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA organic; shade grown. Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.","An organic Haiti Blue Mountain cup, deftly darker-roasted, with rich chocolate and sweet tobacco notes. Nice with a splash of whole milk."
Ethiopia Yirgacheffe G1 Idido Natural,GK Coffee,Light,Taiwan,Gedeo Zone,Snnp Region,8.8,95,Sep-22,"Elegantly fruit-driven, cocoa-toned. Gogi berry, red plum, cocoa nib, star jasmine, sandalwood in aroma and cup. Brightly sweet structure with very juicy acidity; plush, satiny mouthfeel. Resonant, long, lingering finish.","Produced by Yoseph Tilahun from trees of the 74112, 74110 and other local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected] ","A juicy-bright, fruity and chocolaty Ethiopia natural cup with spicy floral underpinnings and a buoyant, levitating structure."
Ethiopia Washed Botabaa G1 Lot.22/01,Muka Coffee,Light,Taiwan,Kochere District,Gedeo Zone,4.4,93,Sep-22,"Sweetly floral, richly aromatic. Magnolia, raspberry, cocoa nib, lemon-thyme, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of magnolia  and raspberry with distinct undertones of cocoa nib.","Southern Ethiopia produces distinctive coffees from selections of indigenous, traditional selections of Arabica long grown in the region. Coffees like this one, processed by the traditional wet or washed method (fruit skin and pulp is removed before drying), typically express great aromatic complexity and intensity. Muka Coffee, based in Pingtung Changzhi Taiwan, specializes in high-quality roasted coffees. Visit www.facebook.com/coffeemuka for more information.","A multi-layered, sweetly tart washed Ethiopia cup with deep floral and high-toned berry notes."
Kenya AB,Dory Coffee Roasters,Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.43,94,Sep-22,"Complex, multi-layered. Almond brittle, black cherry, dark chocolate, narcissus, mustard seed in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, lively mouthfeel. Resonant, long, flavor-saturated finish consolidates to suggestions of black cherry and almond brittle. ","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Dory Coffee Roasters is a Taipei-based nano-roaster of specialty coffee. For more information, visit www.facebook.com/dorycoffee99/.","Juicy, high-toned, balanced and deep, with particularly full yet vibrant mouthfeel."
Ecuador Pichincha Finca Flora,Chousin Coffee Collection,Light,Taiwan,Pichincha Province,Ecuador,6.37,93,Sep-22,"Delicately rich, vibrantly sweet-savory. Wisteria, dark chocolate, lychee, candied orange zest, allspice in aroma and cup. Sweetly tart structure with full, syrupy mouthfeel. The long finish consolidates to notes of wisteria and allspice.","Produced at Finca Flora entirely of the Typica variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Chousin Coffee Collection is a specialty coffee roaster and cafe in Xinbei, Taiwan. Visit www.facebook.com/kaffee.collection for more information.","A spice-toned, floral Ecuador cup, simultaneously sweet and intriguingly savory."
Kenya Nyeri Maganjo AB,Chousin Coffee Collection,Light,Taiwan,Nyeri Growing Region,South-Central Kenya,7.08,92,Sep-22,"Rich-toned, chocolaty. Baking chocolate, black currant, freesia-like flowers, clove, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. The delicate finish leads with chocolate and freesia in the short, clove and agave syrup in the crisp-toned long.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Chousin Coffee Collection is a specialty coffee roaster and cafe in Xinbei, Taiwan. Visit www.facebook.com/kaffee.collection for more information.","A straight-ahead Kenya cup: chocolaty, spice-driven, deeply sweet."
Kona Noir,Big Island Coffee Roasters,Light,Hawai'i,Holualoa,Kona,25.57,94,Sep-22,"Elegantly fruit-toned, gently spice-driven. Date, clove, blood orange, baking chocolate, cedar in aroma and cup. Complex bittersweet structure with winey acidity; plush, syrupy mouthfeel. The resonant finish is centered around notes of date, blood orange and clove.","Produced by Kraig Lee and Franck Carisey entirely of the SL34 variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried) with the addition of wine yeasts during fermentation. Big Island Coffee is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information.","A distinctive Kona cup from the rare Kenya-derived SL34 variety of Arabica, worth seeking out for its confident fruit and nuanced spice notes."
Ethiopia Bench Maji Geisha G1 Natural,Taster's Coffee,Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,7.33,93,Oct-22,"Gently sweet-tart, floral-toned. Pomegranate, lilac, pistachio, orange zest, fresh-cut oak in aroma and cup. Crisply sweet-tart structure with delicately bright acidity; silky-smooth mouthfeel. The tart-leaning finish leads with notes of pomegranate and orange zest, supported by oak and pistachio.","Produced from trees of the admired botanical variety Gesha (also Geisha) by Adam and Rachel Overton. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came.  Processed by the natural method (dried in the whole fruit). Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.","A quietly confident natural-processed Ethiopia Geisha cup — invigoratingly tart, balanced by sweet nut and aromatic wood notes."
Ethiopia Guji Uraga More Floral Kudume Washed,GK Coffee,Light,Taiwan,Guji Zone,Oromia Region,8.8,95,Oct-22,"Resonantly juicy, richly sweet-tart. Black currant, lavender, dark chocolate, Meyer lemon zest, fine musk in aroma and cup. Sweet-tart structure with vibrant, lively acidity; plush, syrupy mouthfeel. The finish is long, deep, rich, and crisply sweet. ","Produced in the Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, entirely of the Kudume variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","Pitch-perfect aromatics carry into a bright, perfumed, fruit-toned cup with an especially appealing mouthfeel, viscous and syrupy."
Taiwan Alishan Espresso Pacamara Natural,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Alishan Township,Chiayi County,32,94,Sep-22,"Evaluated as espresso. Crisply chocolaty, delicately fruit-forward. Goji berry, lemon balm, baking chocolate, cedar, magnolia in aroma and small cup. Creamy-smooth mouthfeel; crisply chocolaty finish supported by notes of lemon balm and cedar. In three parts milk, sweet herb tones are usurped by rich chocolate and goji berry.","Produced by Zhou-Zhu-Yuan entirely of the bold-beaned Pacamara variety of Arabica, and processed by the natural method (beans are dried in the whole fruit). In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","An integrated, restrained natural-processed Taiwan cup roasted for espresso, with leading notes of delicate red fruit and crisp chocolate throughout. "
Ethiopia Biloya Washed G1,Golin Coffee Roasters,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,7.2,92,Oct-22,"Crisply sweet-savory, spice-toned. Baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. Sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. The resonant finish consolidates to notes of crisp chocolate and lemongrass.",Produced by smallholding farmers from selections of indigenous Ethiopian landrace varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Golin Coffee Roasters is a Taiwan-based retail and wholesale specialty coffee roaster that also offers educational seminars. Visit https://golincoffee.waca.ec/ for more information.,"A sweet-savory washed Ethiopia cup, cocoa-driven with undertones of sweet herb and spicy floral notes."
Ethiopia Birbisakela Washed G1,Golin Coffee Roasters,Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,8,92,Oct-22,"Delicately floral-toned. Wisteria, pear, maple syrup, almond, lime zest in aroma and cup. Crisply sweet with vibrant acidity; lightly satiny mouthfeel. Almond and pear notes lead the gentle, pleasing finish.",Produced by smallholding farmers from selections of Ethiopian indigenous landrace varieties of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Golin Coffee Roasters is a Taiwan-based retail and wholesale specialty coffee roaster that also offers educational seminars. Visit https://golincoffee.waca.ec/ for more information.,"A friendly, balanced Ethiopia cup: crisp, floral, delicately and brightly sweet."
